date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:30:40	12198/12198	---MCZ	200	added ('OK')	application/javascript	etag:W/%226370f708-2fa6%22	https://elementor.com/marketing/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/Users/fmett/source/repos/Website%20Projects/BW-Hangout-Invitation/elementor.com/marketing/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://elementor.com/pages/webcreators2021/?cxd=1251_422096&utm_source=elementor&utm_medium=affiliate&utm_campaign=1251&utm_content=cx&affid=1251)
20:30:40	20787/20787	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2009%20Jan%202022%2009:18:43%20GMT	https://elementor.com/pages/wp-includes/js/jquery/ui/core.min.js?ver=1.12.1	C:/Users/fmett/source/repos/Website%20Projects/BW-Hangout-Invitation/elementor.com/pages/wp-includes/js/jquery/ui/core.min35d0.js	(from https://elementor.com/pages/webcreators2021/?cxd=1251_422096&utm_source=elementor&utm_medium=affiliate&utm_campaign=1251&utm_content=cx&affid=1251)
20:30:40	40513/40513	---MCZ	200	added ('OK')	application/javascript	etag:W/%226370f797-9e41%22	https://elementor.com/marketing/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.8.1	C:/Users/fmett/source/repos/Website%20Projects/BW-Hangout-Invitation/elementor.com/marketing/wp-content/plugins/elementor/assets/js/frontend.min7e2e.js	(from https://elementor.com/pages/webcreators2021/?cxd=1251_422096&utm_source=elementor&utm_medium=affiliate&utm_campaign=1251&utm_content=cx&affid=1251)
20:30:41	24796/24796	---MCZ	200	added ('OK')	application/javascript	etag:W/%22637b3c68-60dc%22	https://elementor.com/marketing/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.8.2	C:/Users/fmett/source/repos/Website%20Projects/BW-Hangout-Invitation/elementor.com/marketing/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min3fd0.js	(from https://elementor.com/pages/webcreators2021/?cxd=1251_422096&utm_source=elementor&utm_medium=affiliate&utm_campaign=1251&utm_content=cx&affid=1251)
20:30:41	3721/3721	---MCZ	200	added ('OK')	application/javascript	etag:W/%22637b3c00-e89%22	https://elementor.com/marketing/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min.js?ver=3.8.2	C:/Users/fmett/source/repos/Website%20Projects/BW-Hangout-Invitation/elementor.com/marketing/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min3fd0.js	(from https://elementor.com/pages/webcreators2021/?cxd=1251_422096&utm_source=elementor&utm_medium=affiliate&utm_campaign=1251&utm_content=cx&affid=1251)
20:30:41	192439/192439	---M--	200	added ('OK')	image/png	etag:%2260b5f5ef-2efb7%22	https://elementor.com/marketing/wp-content/uploads/sites/5/2021/06/confettibg-all.png	C:/Users/fmett/source/repos/Website%20Projects/BW-Hangout-Invitation/elementor.com/marketing/wp-content/uploads/sites/5/2021/06/confettibg-all.png	(from https://elementor.com/marketing/wp-content/uploads/sites/5/elementor/css/post-27047.css?ver=1670236029)
20:30:42	6205/6205	---M--	200	added ('OK')	image/png	etag:%226267abf0-183d%22	https://elementor.com/marketing/wp-content/themes/elementor-website/assets/images/download-dialog-shape-1.png	C:/Users/fmett/source/repos/Website%20Projects/BW-Hangout-Invitation/elementor.com/marketing/wp-content/themes/elementor-website/assets/images/download-dialog-shape-1.png	(from https://elementor.com/marketing/wp-content/themes/elementor-website/assets/css/style.css?ver=1.1.5)
20:30:42	3722/3722	---M--	200	added ('OK')	image/png	etag:%226267abf0-e8a%22	https://elementor.com/marketing/wp-content/themes/elementor-website/assets/images/download-dialog-shape-2.png	C:/Users/fmett/source/repos/Website%20Projects/BW-Hangout-Invitation/elementor.com/marketing/wp-content/themes/elementor-website/assets/images/download-dialog-shape-2.png	(from https://elementor.com/marketing/wp-content/themes/elementor-website/assets/css/style.css?ver=1.1.5)
20:30:42	3741/3741	---M--	200	added ('OK')	image/png	etag:%226267abf0-e9d%22	https://elementor.com/marketing/wp-content/themes/elementor-website/assets/images/download-dialog-icon.png	C:/Users/fmett/source/repos/Website%20Projects/BW-Hangout-Invitation/elementor.com/marketing/wp-content/themes/elementor-website/assets/images/download-dialog-icon.png	(from https://elementor.com/marketing/wp-content/themes/elementor-website/assets/css/style.css?ver=1.1.5)
20:30:43	5766/5766	---M--	200	added ('OK')	image/png	etag:%2260b881c7-1686%22	https://elementor.com/marketing/wp-content/uploads/sites/5/2021/06/Vector-29.png	C:/Users/fmett/source/repos/Website%20Projects/BW-Hangout-Invitation/elementor.com/marketing/wp-content/uploads/sites/5/2021/06/Vector-29.png	(from https://elementor.com/marketing/wp-content/uploads/sites/5/elementor/css/post-27800.css?ver=1670236031)
